Player,Runs,Mins,BF,4s,6s,SR,Inns,,Opposition,Ground,Start Date,
Abhishek Sharma,31,17,13,3,2,238.46,2,,v RCB,Hyderabad,25 Apr 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,15,20,9,1,1,166.66,2,,v CSK,Chennai,28 Apr 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,12,18,10,0,1,120.00,1,,v RR,Hyderabad,2 May 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,11,31,16,0,1,68.75,1,,v MI,Wankhede,6 May 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,75*,42,28,8,6,267.85,2,,v LSG,Hyderabad,8 May 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,66,55,28,5,6,235.71,2,,v Punjab Kings,Hyderabad,19 May 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,3,11,4,0,0,75.00,1,,v KKR,Ahmedabad,21 May 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,12,4,5,1,1,240.00,1,,v RR,Chennai,24 May 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abhishek Sharma,2,3,5,0,0,40.00,1,,v KKR,Chennai,26 May 2024,
(Sunrisers Hyderabad),,,,,,,,,,,,
Abishek Porel,20,25,11,0,2,181.81,1,,v GT,Delhi,4 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,7,18,9,1,0,77.77,2,,v RR,Guwahati,8 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,1,8,3,0,0,33.33,1,,v MI,Delhi,11 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,5,17,8,0,0,62.50,2,,v RCB,Bengaluru,15 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,32*,17,10,4,2,320.00,1,,v Punjab Kings,Mullanpur,23 Mar 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,9,10,10,0,0,90.00,2,,v RR,Jaipur,28 Mar 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,9*,7,6,1,0,150.00,1,,v CSK,Visakhapatnam,31 Mar 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,0,5,5,0,0,0.00,2,,v KKR,Visakhapatnam,3 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,41,50,31,5,0,132.25,2,,v MI,Wankhede,7 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,DNB,-,-,-,-,-,2,,v LSG,Lucknow,12 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,15,19,7,2,1,214.28,2,,v GT,Ahmedabad,17 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,42,29,22,7,1,190.90,2,,v SRH,Delhi,20 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,DNB,-,-,-,-,-,1,,v GT,Delhi,24 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,36,48,27,3,1,133.33,1,,v MI,Delhi,27 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,18,28,15,2,1,120.00,1,,v KKR,Eden Gardens,29 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,65,59,36,7,3,180.55,1,,v RR,Delhi,7 May 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,2,8,3,0,0,66.66,2,,v RCB,Bengaluru,12 May 2024,
(Delhi Capitals),,,,,,,,,,,,
Abishek Porel,58,58,33,5,4,175.75,1,,v LSG,Delhi,14 May 2024,
(Delhi Capitals),,,,,,,,,,,,
L Ablish,DNB,-,-,-,-,-,2,,v MI,Mohali,9 Apr 2010,
(Kings XI Punjab),,,,,,,,,,,,
L Ablish,DNB,-,-,-,-,-,2,,v Daredevils,Delhi,11 Apr 2010,
(Kings XI Punjab),,,,,,,,,,,,
L Ablish,0*,6,2,0,0,0.00,2,,v RCB,Bengaluru,6 May 2011,
(Kings XI Punjab),,,,,,,,,,,,
AD Nath,DNB,-,-,-,-,-,2,,v Supergiants,Rajkot,14 Apr 2016,
(Gujarat Lions),,,,,,,,,,,,
AD Nath,12,14,11,1,0,109.09,2,,v MI,Wankhede,16 Apr 2016,
(Gujarat Lions),,,,,,,,,,,,
AD Nath,5,13,10,0,0,50.00,1,,v SRH,Rajkot,21 Apr 2016,
(Gujarat Lions),,,,,,,,,,,,
AD Nath,3,15,6,0,0,50.00,2,,v RCB,Bengaluru,14 May 2016,
(Gujarat Lions),,,,,,,,,,,,
AD Nath,0,2,1,0,0,0.00,2,,v Kings XI,Rajkot,23 Apr 2017,
(Gujarat Lions),,,,,,,,,,,,
AD Nath,9,-,13,1,0,69.23,2,,v RR,Jaipur,8 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
AD Nath,DNB,-,-,-,-,-,1,,v RR,Jaipur,2 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AD Nath,DNB,-,-,-,-,-,1,,v KKR,Bengaluru,5 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AD Nath,19,14,12,4,0,158.33,1,,v DC,Bengaluru,7 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AD Nath,DNB,-,-,-,-,-,2,,v Kings XI,Mohali,13 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AD Nath,2,11,3,0,0,66.66,1,,v MI,Wankhede,15 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AD Nath,13,27,15,0,1,86.66,1,,v KKR,Eden Gardens,19 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AD Nath,24,26,20,1,1,120.00,1,,v CSK,Bengaluru,21 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AD Nath,3,7,7,0,0,42.85,1,,v Kings XI,Bengaluru,24 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v RCB,Bengaluru,18 Apr 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,2,,v Chargers,Eden Gardens,20 Apr 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,11,11,9,1,0,122.22,1,,v CSK,Chennai,26 Apr 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,2,-,6,0,0,33.33,1,,v MI,Eden Gardens,29 Apr 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,20,-,13,1,2,153.84,2,,v RR,Jaipur,1 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,1*,-,2,0,0,50.00,2,,v Kings XI,Mohali,3 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,15,-,14,2,0,107.14,1,,v MI,Wankhede,16 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v CSK,Eden Gardens,18 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,5,-,2,1,0,250.00,1,,v RR,Eden Gardens,20 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,7,-,3,0,1,233.33,1,,v Chargers,Cape Town,19 Apr 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,1*,-,1,0,0,100.00,2,,v RR,Cape Town,23 Apr 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,6*,-,7,0,0,85.71,1,,v RCB,Durban,29 Apr 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,0*,-,0,0,0,-,2,,v MI,East London,1 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Kings XI,Gqeberha,3 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Daredevils,Durban,5 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,39,-,29,3,2,134.48,1,,v Daredevils,Johannesburg,10 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v RCB,Centurion,12 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,0*,-,0,0,0,-,1,,v Chargers,Johannesburg,16 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,2,,v CSK,Centurion,18 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,13*,-,17,0,0,76.47,2,,v RR,Durban,20 May 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Kings XI,Mohali,27 Mar 2010,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,17,-,13,1,0,130.76,2,,v Daredevils,Delhi,29 Mar 2010,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,8*,-,5,1,0,160.00,1,,v Chargers,Eden Gardens,1 Apr 2010,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Kings XI,Eden Gardens,4 Apr 2010,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Daredevils,Eden Gardens,7 Apr 2010,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,6*,-,6,0,0,100.00,1,,v RCB,Bengaluru,10 Apr 2010,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,9*,-,5,2,0,180.00,1,,v CSK,Chennai,13 Apr 2010,
(Kolkata Knight Riders),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Kings XI,Delhi,23 Apr 2011,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,0,-,0,0,0,-,2,,v KKR,Delhi,28 Apr 2011,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Kochi,Kochi,30 Apr 2011,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v Kochi,Delhi,2 May 2011,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,2,,v Chargers,Hyderabad,5 May 2011,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,7*,-,6,1,0,116.66,2,,v MI,Wankhede,7 May 2011,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,2,,v CSK,Chennai,12 May 2011,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,2,,v MI,Wankhede,16 Apr 2012,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,2,,v Chargers,Delhi,19 Apr 2012,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v MI,Delhi,27 Apr 2012,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,0*,1,0,0,0,-,1,,v RR,Delhi,29 Apr 2012,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,3,3,7,0,0,42.85,2,,v CSK,Delhi,18 Apr 2013,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,2,,v MI,Delhi,21 Apr 2013,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,9*,12,9,0,0,100.00,1,,v Kings XI,Delhi,23 Apr 2013,
(Delhi Daredevils),,,,,,,,,,,,
AB Agarkar,DNB,-,-,-,-,-,1,,v RR,Jaipur,7 May 2013,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,33,-,24,2,2,137.50,2,,v Kochi,Kochi,9 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,0,-,1,0,0,0.00,1,,v MI,Bengaluru,12 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,16,-,13,2,0,123.07,2,,v Chargers,Hyderabad,14 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,7,-,13,1,0,53.84,2,,v CSK,Chennai,16 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,DNB,-,-,-,-,-,2,,v CSK,Bengaluru,22 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,34,-,33,5,0,103.03,1,,v CSK,Wankhede,24 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,41,-,31,4,2,132.25,1,,v MI,Chennai,27 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,10,-,5,2,0,200.00,2,,v CSK,Chennai,28 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,16,16,15,1,1,106.66,1,,v Daredevils,Bengaluru,7 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,5,11,6,0,0,83.33,2,,v KKR,Bengaluru,10 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,45,23,26,5,3,173.07,1,,v CSK,Chennai,12 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,34,20,21,3,3,161.90,2,,v RR,Bengaluru,15 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,9,18,10,0,1,90.00,2,,v Warriors,Bengaluru,17 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,1,6,3,0,0,33.33,2,,v Kings XI,Mohali,20 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,15,30,17,2,0,88.23,1,,v RR,Jaipur,23 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,TDNB,-,-,-,-,-,-,,v CSK,Bengaluru,25 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,10,21,13,1,0,76.92,2,,v KKR,Eden Gardens,28 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,7,6,9,0,1,77.77,1,,v Kings XI,Bengaluru,2 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,18,9,6,1,2,300.00,2,,v Chargers,Bengaluru,6 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,DNB,-,-,-,-,-,2,,v MI,Wankhede,9 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,DNB,-,-,-,-,-,1,,v Warriors,Pune,11 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,64*,47,30,6,4,213.33,1,,v MI,Bengaluru,14 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,DNB,-,-,-,-,-,1,,v Daredevils,Delhi,17 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,1,-,2,0,0,50.00,2,,v Chargers,Hyderabad,20 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,1,7,5,0,0,20.00,1,,v MI,Bengaluru,4 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,7,15,8,0,0,87.50,1,,v SRH,Hyderabad,7 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,29,22,20,3,2,145.00,2,,v SRH,Bengaluru,9 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,6,10,8,1,0,75.00,2,,v KKR,Bengaluru,11 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,24,36,21,2,1,114.28,1,,v CSK,Chennai,13 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
MA Agarwal,6,14,10,0,0,60.00,1,,v RCB,Sharjah,17 Apr 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,26,18,14,3,0,185.71,2,,v KKR,Dubai (DICS),19 Apr 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,2,8,7,0,0,28.57,2,,v CSK,Abu Dhabi,21 Apr 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,25,29,18,4,0,138.88,1,,v SRH,Delhi,10 May 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,31,37,25,2,2,124.00,2,,v RCB,Bengaluru,13 May 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,17,11,10,3,0,170.00,2,,v RR,Ahmedabad,15 May 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,6,2,2,0,1,300.00,1,,v Kings XI,Delhi,19 May 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,2,12,5,0,0,40.00,1,,v Kings XI,Mohali,25 May 2014,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,15,14,12,2,1,125.00,2,,v CSK,Chennai,9 Apr 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,37,19,21,6,1,176.19,1,,v RR,Delhi,12 Apr 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,68,94,48,7,2,141.66,2,,v Kings XI,Pune,15 Apr 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,1,9,3,0,0,33.33,1,,v SRH,Visakhapatnam,18 Apr 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,1,7,8,0,0,12.50,1,,v KKR,Delhi,20 Apr 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,1,2,2,0,0,50.00,1,,v MI,Delhi,23 Apr 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,27,66,34,1,1,79.41,1,,v RCB,Delhi,26 Apr 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,52*,60,40,6,1,130.00,2,,v Kings XI,Delhi,1 May 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,11,12,8,1,1,137.50,2,,v RR,Brabourne,3 May 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,0,1,1,0,0,0.00,1,,v MI,Wankhede,5 May 2015,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,9,22,11,1,0,81.81,1,,v KKR,Eden Gardens,10 Apr 2016,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,10,14,9,2,0,111.11,2,,v SRH,Hyderabad,12 May 2016,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,8,6,5,0,1,160.00,2,,v MI,Visakhapatnam,15 May 2016,
(Delhi Daredevils),,,,,,,,,,,,
MA Agarwal,6,15,5,1,0,120.00,2,,v MI,Pune,6 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
MA Agarwal,0,-,4,0,0,0.00,1,,v Kings XI,Indore,8 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
MA Agarwal,20,22,18,2,0,111.11,2,,v Daredevils,Pune,11 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
MA Agarwal,7,-,5,0,1,140.00,2,,v Daredevils,Mohali,8 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,15,-,11,3,0,136.36,1,,v RCB,Bengaluru,13 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,30,-,19,1,2,157.89,1,,v CSK,Mohali,15 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,18,-,9,2,1,200.00,1,,v SRH,Mohali,19 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,2*,-,2,0,0,100.00,2,,v KKR,Eden Gardens,21 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,21,-,16,3,0,131.25,1,,v Daredevils,Delhi,23 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,12,-,15,0,0,80.00,2,,v SRH,Hyderabad,26 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,11,-,7,0,1,157.14,1,,v MI,Indore,4 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,2,-,3,0,0,66.66,2,,v RR,Indore,6 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,0,-,1,0,0,0.00,2,,v KKR,Indore,12 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,2,-,6,0,0,33.33,1,,v RCB,Indore,14 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,22,35,24,1,2,91.66,1,,v RR,Jaipur,25 Mar 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,58,-,34,6,1,170.58,2,,v KKR,Eden Gardens,27 Mar 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,43,26,21,4,2,204.76,2,,v MI,Mohali,30 Mar 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,6,28,9,0,0,66.66,1,,v DC,Mohali,1 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,0,2,2,0,0,0.00,2,,v CSK,Chennai,6 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,55,69,43,3,3,127.90,2,,v SRH,Mohali,8 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,15,10,9,1,1,166.66,1,,v RCB,Mohali,13 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,26,15,12,1,2,216.66,1,,v RR,Mohali,16 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,2,15,9,0,0,22.22,1,,v DC,Delhi,20 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,35,30,21,5,1,166.66,2,,v RCB,Bengaluru,24 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,27,34,18,2,1,150.00,2,,v SRH,Hyderabad,29 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,36,55,26,2,1,138.46,1,,v KKR,Mohali,3 May 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,7,7,6,1,0,116.66,2,,v CSK,Mohali,5 May 2019,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,89,-,60,7,4,148.33,2,,v DC,Dubai (DICS),20 Sep 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,26,-,20,4,0,130.00,1,,v RCB,Dubai (DICS),24 Sep 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,106,-,50,10,7,212.00,1,,v RR,Sharjah,27 Sep 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,25,-,18,3,0,138.88,2,,v MI,Abu Dhabi,1 Oct 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,26,-,19,3,0,136.84,1,,v CSK,Dubai (DICS),4 Oct 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,9,-,6,1,0,150.00,2,,v SRH,Dubai (DICS),8 Oct 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,56,-,39,6,1,143.58,2,,v KKR,Abu Dhabi,10 Oct 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,45,-,25,4,3,180.00,2,,v RCB,Sharjah,15 Oct 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,11,-,10,1,0,110.00,2,,v MI,Dubai (DICS),18 Oct 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,5,-,9,0,0,55.55,2,,v DC,Dubai (DICS),20 Oct 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,26,-,15,5,0,173.33,1,,v CSK,Abu Dhabi,1 Nov 2020,
(Kings XI Punjab),,,,,,,,,,,,
MA Agarwal,14,15,9,2,0,155.55,1,,v RR,Wankhede,12 Apr 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,0,5,2,0,0,0.00,1,,v CSK,Wankhede,16 Apr 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,69,58,36,7,4,191.66,1,,v DC,Wankhede,18 Apr 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,22,35,25,2,0,88.00,1,,v SRH,Chennai,21 Apr 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,25,36,20,4,1,125.00,2,,v MI,Chennai,23 Apr 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,31,57,34,1,2,91.17,1,,v KKR,Ahmedabad,26 Apr 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,99*,98,58,8,4,170.68,1,,v DC,Ahmedabad,2 May 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,67,75,43,7,2,155.81,2,,v RR,Dubai (DICS),21 Sep 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,5,25,6,0,0,83.33,1,,v SRH,Sharjah,25 Sep 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,40,44,27,3,3,148.14,2,,v KKR,Dubai (DICS),1 Oct 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,57,78,42,6,2,135.71,2,,v RCB,Sharjah,3 Oct 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,12,26,12,2,0,100.00,2,,v CSK,Dubai (DICS),7 Oct 2021,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,32,42,24,2,2,133.33,2,,v RCB,DY Patil,27 Mar 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,1,6,5,0,0,20.00,1,,v KKR,Wankhede,1 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,4,4,2,1,0,200.00,1,,v CSK,Brabourne,3 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,5,11,9,1,0,55.55,1,,v GT,Brabourne,8 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,52,51,32,6,2,162.50,1,,v MI,Pune,13 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,24,23,15,4,0,160.00,1,,v DC,Brabourne,20 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,18,30,21,2,0,85.71,1,,v CSK,Wankhede,25 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,25,25,17,2,2,147.05,2,,v LSG,Pune,29 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,DNB,-,-,-,-,-,2,,v GT,DY Patil,3 May 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,15,19,13,2,0,115.38,1,,v RR,Wankhede,7 May 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,19,27,16,3,0,118.75,1,,v RCB,Brabourne,13 May 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,0,3,2,0,0,0.00,2,,v DC,DY Patil,16 May 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,1,11,4,0,0,25.00,2,,v SRH,Wankhede,22 May 2022,
(Punjab Kings),,,,,,,,,,,,
MA Agarwal,27,56,23,3,0,117.39,2,,v RR,Hyderabad,2 Apr 2023,
(Sunrisers Hyderabad),,,,,,,,,,,,
MA Agarwal,8,14,7,1,0,114.28,1,,v LSG,Lucknow,7 Apr 2023,
(Sunrisers Hyderabad),,,,,,,,,,,,
